Latitude,Longitude,Address,Description
40.726321,-73.987921,342 E 5th St,342 E 5th St<BR>Racks: 2 small
40.730528,-73.984734,349 E 12th St,349 E 12th St<BR>Racks: 1 small
40.730514,-73.984702,351 E 12th St,351 E 12th St<BR>Racks: 1 small
40.726211,-73.991341,5 E 3rd St,5 E 3rd St<BR>Racks: 1 small
40.725256,-73.989076,53 E 3rd St,53 E 3rd St<BR>Racks: 1 large
40.725256,-73.989076,53 E 3rd St,53 E 3rd St<BR>Racks: 1 small
40.728209,-73.98673,53 St Marks Pl,53 St Marks Pl<BR>Racks: 1 small
40.728187,-73.986723,56 St Marks Pl,56 St Marks Pl<BR>Racks: 2 small
40.72681,-73.990872,57 E 4th St,57 E 4th St<BR>Racks: 3 large
40.72681,-73.990872,57 E 4th St,57 E 4th St<BR>Racks: 1 small
40.726779,-73.9908,59 E 4th St,59 E 4th St<BR>Racks: 1 small
40.728118,-73.986513,59 St Marks Pl,59 St Marks Pl<BR>Racks: 1 small
40.751858,-74.002429,528 West 29th St,528 West 29th St<BR>Racks: small
40.725827,-73.989678,60 2nd Ave,60 2nd Ave<BR>Racks: 1 large
40.728129,-73.986589,60 St Marks Pl,60 St Marks Pl<BR>Racks: 1 small
40.72592,-73.989635,61 2nd Ave,61 2nd Ave<BR>Racks: 1 large
40.725882,-73.989638,62 2nd Ave,62 2nd Ave<BR>Racks: 1 large
40.726724,-73.99071,62 E 4th St,62 E 4th St<BR>Racks: 1 small
40.726041,-73.989548,65 2nd Ave,65 2nd Ave<BR>Racks: 1 small
40.727934,-73.98608,71 St Marks Pl,71 St Marks Pl<BR>Racks: 1 small
40.726571,-73.990306,73 E 4th St,73 E 4th St<BR>Racks: 1 small
40.72617,-73.991283,8 E 3rd St,8 E 3rd St<BR>Racks: 2 large
40.72639,-73.989927,80 E 4th St,80 E 4th St<BR>Racks: 1 small
40.727849,-73.985922,80 St Marks Pl,80 St Marks Pl<BR>Racks: 1 large
40.726002,-73.98901,88 E 4th St,88 E 4th St<BR>Racks: 1 large
40.725923,-73.988819,94 E 4th St,94 E 4th St<BR>Racks: 1 large
40.725871,-73.988689,98 E 4th St,98 E 4th St<BR>Racks: 1 large
40.72648,-73.990093,79 E 4th St,79 E 4th St<BR>Racks: 1 small
40.731247,-73.982645,237 1st Ave,237 1st Ave<BR>Racks: 1 small
40.726101,-74.009067,515 Greenwich St,515 Greenwich St<BR>Racks: 1 small
40.723925,-74.004145,529 Broome St,529 Broome St<BR>Racks: 1 small
40.809254,-73.944416,343 Lenox Ave,343 Lenox Ave<BR>Racks: 3 small
40.727361,-74.008854,549 Greenwich St,549 Greenwich St<BR>Racks: 1 small
40.72334,-74.003597,40140 Watts St,40140 Watts St<BR>Racks: 1 large
40.721312,-74.003438,0 Wooster St,Wooster St<BR>Racks: 1 small
40.723214,-74.006205,80 Varick St,80 Varick St<BR>Racks: 1 small
40.717253,-73.997478,98 Mott St,98 Mott St<BR>Racks: 1 small
40.720192,-73.9982,239 Centre St,239 Centre St<BR>Racks: 1 small
40.719904,-73.998748,158 Grand St,158 Grand St<BR>Racks: 1 small
40.720752,-73.998445,187 Lafayette St,187 Lafayette St<BR>Racks: 1 small
40.720804,-73.998427,188 Lafayette St,188 Lafayette St<BR>Racks: 1 small
40.721515,-74.004863,393 Canal St,393 Canal St<BR>Racks: 1 large
40.722292,-74.00482,8 Thompson St,8 Thompson St<BR>Racks: 1 large
40.724861,-74.005946,121 Varick St,121 Varick St<BR>Racks: 1 large
40.724175,-74.002262,398 W Broadway,398 W Broadway<BR>Racks: 1 small
40.723903,-74.00469,121 6th Ave,121 6th Ave<BR>Racks: 1 small
40.722822,-74.004347,22 Thompson St,22 Thompson St<BR>Racks: 1 small
40.71927,-73.998957,211 Centre St,211 Centre St<BR>Racks: 1 large
40.719668,-73.99478,345 Broome St,345 Broome St<BR>Racks: 1 small
40.788364,-73.97825,525 West End Ave,525 West End Ave<BR>Racks: 1 small
40.720437,-74.001014,449 Broadway,449 Broadway<BR>Racks: 1 small
40.720527,-74.000938,453 Broadway,453 Broadway<BR>Racks: 1 small
40.72185,-74.001999,42 Greene St,42 Greene St<BR>Racks: 1 small
40.721523,-73.999278,431 Broome St,431 Broome St<BR>Racks: 1 large
40.719525,-73.999553,148 Lafayette St,148 Lafayette St<BR>Racks: 1 small
40.726615,-74.005617,160 Varick St,160 Varick St<BR>Racks: 1 small
40.717371,-73.999008,213 Canal St,213 Canal St<BR>Racks: 1 small
40.725478,-74.007631,289 Hudson St,289 Hudson St<BR>Racks: 1 small
40.727051,-74.004524,30 Charlton St,30 Charlton St<BR>Racks: 1 small
40.726008,-74.007519,304 Hudson St,304 Hudson St<BR>Racks: 1 small
40.726565,-74.008987,529 Greenwich St,529 Greenwich St<BR>Racks: 1 small
40.720656,-74.003012,6 Greene St,6 Greene St<BR>Racks: 1 small
40.719659,-73.95474,172 North 11 Street,"172 North 11 Street<BR>Racks: 1 large, small"
40.830658,-73.826214,3528 E Tremont Ave,3528 E Tremont Ave<BR>Racks: 1 small
40.672524,-74.00871,560 Columbia Street,560 Columbia Street<BR>Racks: 6 small
40.671319,-74.003511,700 Clinton St,700 Clinton St<BR>Racks: 3 large
40.668765,-73.985444,329 9th St,329 9th St<BR>Racks: 1 large
40.668669,-73.985246,337 9th St,337 9th St<BR>Racks: 1 large
40.78186,-73.981036,2161 Broadway,2161 Broadway<BR>Racks: 1 small
40.751858,-74.002429,528 West 29th St,528 West 29th St<BR>Racks: 1 small
40.718218,-74.010519,334 Greenwich St,334 Greenwich St<BR>Racks: 4 large
40.593628,-73.761705,160 Beach 29th St,160 Beach 29th St<BR>Racks: 3 large
40.691144,-73.98981,111 Livingston Street,111 Livingston Street<BR>Racks: 2 small
40.782252,-73.980898,2175 Broadway,2175 Broadway<BR>Racks: 1 small
40.680016,-73.983527,295 Douglass St,295 Douglass St<BR>Racks: 1 small
40.687554,-73.971583,151 Lafayette Ave,151 Lafayette Ave<BR>Racks: 1 small
40.687249,-73.974168,99 Lafayette Ave,99 Lafayette Ave<BR>Racks: 1 small
40.716767,-73.964713,51 N 1st St,51 N 1st St<BR>Racks: small
40.609688,-73.95847,1630 E 15th St,1630 E 15th St<BR>Racks: 5 small
40.68916,-73.973046,216 Cumberland St,216 Cumberland St<BR>Racks: 1 small
40.690835,-73.966385,260 Washington Avenue,260 Washington Avenue<BR>Racks: 1 small
40.692252,-73.968649,196 Clinton Ave,196 Clinton Ave<BR>Racks: 2 small
40.69162,-73.967676,122 Willoughby Ave,122 Willoughby Ave<BR>Racks: 1 small
40.736499,-73.992635,15 E 15th St,15 E 15th St<BR>Racks: 2 small
40.779228,-73.983116,240 W 72nd St,240 W 72nd St<BR>Racks: 1 small
40.774317,-73.981038,157 Columbus Ave,157 Columbus Ave<BR>Racks: 1 small
40.774754,-73.980716,179 Columbus Ave,179 Columbus Ave<BR>Racks: 1 small
40.774943,-73.980579,181 Columbus Ave,181 Columbus Ave<BR>Racks: 1 small
40.775237,-73.98037,193 Columbus Ave,193 Columbus Ave<BR>Racks: 1 small
40.775667,-73.980055,205 Columbus Ave,205 Columbus Ave<BR>Racks: 1 small
40.775813,-73.979947,211 Columbus Ave,211 Columbus Ave<BR>Racks: 1 small
40.776389,-73.979521,229 Columbus Ave,229 Columbus Ave<BR>Racks: 1 small
40.691635,-73.971195,47 Willoughby Ave,47 Willoughby Ave<BR>Racks: 3 small
40.776298,-73.978286,70 W 71 St,70 W 71 St<BR>Racks: 1 small
40.776946,-73.979113,245 Columbus Ave,245 Columbus Ave<BR>Racks: 1 small
40.778231,-73.978181,281 Columbus Ave,281 Columbus Ave<BR>Racks: 1 large
40.778365,-73.978083,287 Columbus Ave,287 Columbus Ave<BR>Racks: 1 small
40.778159,-73.976502,54 W 74 St,54 W 74 St<BR>Racks: 1 small
40.778821,-73.977751,301 Columbus Ave,301 Columbus Ave<BR>Racks: 1 small
40.779153,-73.977509,313 Columbus Ave,313 Columbus Ave<BR>Racks: 1 small
40.779896,-73.976963,339 Columbus Ave,339 Columbus Ave<BR>Racks: 1 small
40.780369,-73.976624,353 Columbus Ave,353 Columbus Ave<BR>Racks: 1 small
40.783615,-73.974254,451 Columbus Ave,451 Columbus Ave<BR>Racks: 1 small
40.783752,-73.974153,457 Columbus Ave,457 Columbus Ave<BR>Racks: 1 small
40.783991,-73.973979,461 Columbus Ave,461 Columbus Ave<BR>Racks: 1 small
40.78502,-73.973231,495 Columbus Ave,495 Columbus Ave<BR>Racks: 1 small
40.786093,-73.972447,527 Columbus Ave,527 Columbus Ave<BR>Racks: 1 small
40.786285,-73.972306,535 Columbus Ave,535 Columbus Ave<BR>Racks: 1 small
40.716838,-74.012117,199 Chambers St.,199 Chambers St.<BR>Racks: small
40.66761,-73.987621,492 5 Ave,492 5 Ave<BR>Racks: 1 small
40.786881,-73.971873,551 Columbus Ave,551 Columbus Ave<BR>Racks: 1 small
40.787473,-73.971443,569 Columbus Ave,569 Columbus Ave<BR>Racks: 1 small
40.787605,-73.971345,575 Columbus Ave,575 Columbus Ave<BR>Racks: 1 small
40.789479,-73.969979,633 Columbus Ave,633 Columbus Ave<BR>Racks: 1 small
40.791315,-73.968631,689 Columbus Ave,689 Columbus Ave<BR>Racks: 1 small
40.792624,-73.967706,730 Columbus Ave,"730 Columbus Ave<BR>Racks: 1 large, 2 small"
40.78811,-73.971002,588 Columbus Ave,588 Columbus Ave<BR>Racks: 1 large
40.787408,-73.971515,564 Columbus Ave,564 Columbus Ave<BR>Racks: 1 small
40.786593,-73.972108,540 Columbus Ave,540 Columbus Ave<BR>Racks: 1 large
40.785369,-73.973004,504 Columbus Ave,504 Columbus Ave<BR>Racks: 1 small
40.784298,-73.973784,472 Columbus Ave,472 Columbus Ave<BR>Racks: 1 small
40.784049,-73.973961,462 Columbus Ave,462 Columbus Ave<BR>Racks: 1 small
40.783667,-73.974239,452 Columbus Ave,452 Columbus Ave<BR>Racks: 1 small
40.776701,-73.962991,15 E 79 St,15 E 79 St<BR>Racks: 1 small
40.82927,-73.824921,3590 E Tremont Ave,3590 E Tremont Ave<BR>Racks: 1 small
40.782295,-73.975244,408 Columbus Ave,408 Columbus Ave<BR>Racks: 1 small
40.779611,-73.977198,326 Columbus Ave,326 Columbus Ave<BR>Racks: 1 small
40.778195,-73.978231,280 Columbus Ave,280 Columbus Ave<BR>Racks: 1 small
40.775744,-73.980023,206 Columbus Ave,206 Columbus Ave<BR>Racks: 1 large
40.775146,-73.98046,188 Columbus Ave,188 Columbus Ave<BR>Racks: 1 small
40.778338,-73.981835,2090 Broadway,2090 Broadway<BR>Racks: 1 large
40.794129,-73.970569,200 W 96th ST,200 W 96th ST<BR>Racks: 1 large
40.79366,-73.970667,726 Amsterdam Ave,726 Amsterdam Ave<BR>Racks: 1 small
40.79186,-73.971979,668 Amsterdam Ave,668 Amsterdam Ave<BR>Racks: 1 small
40.791157,-73.972492,646 Amsterdam Ave,646 Amsterdam Ave<BR>Racks: 1 small
40.790342,-73.973088,620 Amsterdam Ave,620 Amsterdam Ave<BR>Racks: 1 small
40.782573,-73.978757,380 Amsterdam Ave,380 Amsterdam Ave<BR>Racks: 1 small
40.782159,-73.97906,368 Amsterdam Ave,368 Amsterdam Ave<BR>Racks: 1 small
40.828126,-73.82384,3630 E Tremont Ave,3630 E Tremont Ave<BR>Racks: 1 small
40.827585,-73.823274,3660 E Tremont Ave,3660 E Tremont Ave<BR>Racks: 1 small
40.825905,-73.82132,3755 E Tremont Ave,3755 E Tremont Ave<BR>Racks: 1 small
40.825086,-73.820581,3800 E Tremont Ave,3800 E Tremont Ave<BR>Racks: 1 small
40.825726,-73.821114,3775 E Tremont Ave,3775 E Tremont Ave<BR>Racks: 1 small
40.825413,-73.820808,3780 E Tremont Ave,3780 E Tremont Ave<BR>Racks: 1 small
40.826482,-73.822012,3732 E Tremont Ave,3732 E Tremont Ave<BR>Racks: 1 small
40.825998,-73.923131,851 Grand Concourse,851 Grand Concourse<BR>Racks: 3 small
40.867151,-73.896614,30 East Kingsbridge Rd,30 East Kingsbridge Rd<BR>Racks: 1 small
40.87645,-73.899767,3065 Sedgwick Ave,3065 Sedgwick Ave<BR>Racks: 1 small
40.815789,-73.925361,226 East 144th Street,226 East 144th Street<BR>Racks: 1 small
40.84382,-73.834717,1605 Mayflower Avenue,1605 Mayflower Avenue<BR>Racks: 1 small
40.88301,-73.894224,3874 Sedgwick Ave,3874 Sedgwick Ave<BR>Racks: 1 small
40.843408,-73.836626,2801 Middletown Rd,"2801 Middletown Rd<BR>Racks: 1 large, small"
40.781568,-73.979465,351 Amsterdam Ave,351 Amsterdam Ave<BR>Racks: 1 small
40.781343,-73.979628,343 Amsterdam Ave,343 Amsterdam Ave<BR>Racks: 1 small
40.780284,-73.980401,311 Amsterdam Ave,311 Amsterdam Ave<BR>Racks: 1 small
40.779499,-73.979686,170 W 74th St,170 W 74th St<BR>Racks: 1 small
40.83639,-73.904956,450 St pauls Pl,"450 St pauls Pl<BR>Racks: 2 large, small"
40.878671,-73.865689,3562 White Plains Rd,3562 White Plains Rd<BR>Racks: 1 small
40.779727,-73.980805,293 Amsterdam Ave,293 Amsterdam Ave<BR>Racks: 1 large
40.703943,-73.987532,35 Pearl Street,35 Pearl Street<BR>Racks: 2 small
40.703874,-73.9901,92 Plymouth St,92 Plymouth St<BR>Racks: 2 small
40.703657,-73.989541,25 Washington St,25 Washington St<BR>Racks: 1 small
40.703196,-73.989241,133 Water St,133 Water St<BR>Racks: 1 small
40.703347,-73.987586,52 Pearl Street,52 Pearl Street<BR>Racks: 1 small
40.703396,-73.986641,50 Jay St,50 Jay St<BR>Racks: 1 small
40.703734,-73.986136,182 Plymouth St,182 Plymouth St<BR>Racks: 1 small
40.70256,-73.991218,57 Front Street,57 Front Street<BR>Racks: 1 small
40.702546,-73.990468,75 Front Street,75 Front Street<BR>Racks: 2 small
40.703103,-73.990662,37 Main Street,37 Main Street<BR>Racks: 2 small
40.702993,-73.989606,44 Washington St,44 Washington St<BR>Racks: 1 small
40.70251,-73.988975,111 Front Street,111 Front Street<BR>Racks: 2 small
40.678023,-73.979381,156 5th Ave,156 5th Ave<BR>Racks: 1 small
40.64289,-74.076874,130 Stuyvesant Place,130 Stuyvesant Place<BR>Racks: small
40.759848,-73.974461,520 Madison Avenue,"520 Madison Avenue<BR>Racks: 2 large, small"
40.727721,-73.988317,111 2nd Avenue,111 2nd Avenue<BR>Racks: small
40.702568,-73.988513,59 Adams St,59 Adams St<BR>Racks: 1 small
40.702762,-73.986681,68 Jay St,68 Jay St<BR>Racks: 1 small
40.702971,-73.98759,63 Pearl Street,63 Pearl Street<BR>Racks: 1 small
40.702419,-73.986392,165 Front Street,165 Front Street<BR>Racks: 1 small
40.702941,-73.989609,46 Washington St,46 Washington St<BR>Racks: 1 large
40.703482,-73.990677,16 Main Street,16 Main Street<BR>Racks: 2 small
40.797749,-73.969531,2657 Broadway,2657 Broadway<BR>Racks: 1 large
40.797653,-73.969578,2654 Broadway,2654 Broadway<BR>Racks: 1 large
40.797368,-73.969813,2643 Broadway,2643 Broadway<BR>Racks: 1 large
40.797313,-73.969857,2641 Broadway,2641 Broadway<BR>Racks: 2 small
40.797936,-73.969398,2659 Broadway,2659 Broadway<BR>Racks: 1 small
40.795779,-73.97097,2595 Broadway,2595 Broadway<BR>Racks: 1 small
40.794934,-73.971588,2567 Broadway,2567 Broadway<BR>Racks: 1 large
40.742293,-73.974587,550 1st Ave,550 1st Ave<BR>Racks: small
40.794876,-73.971631,2565 Broadway,2565 Broadway<BR>Racks: 1 small
40.79388,-73.972339,2536 Broadway,2536 Broadway<BR>Racks: 1 small
40.790485,-73.974836,2427 Broadway,2427 Broadway<BR>Racks: 1 small
40.788715,-73.976166,2373 Broadway,2373 Broadway<BR>Racks: 1 large
40.786144,-73.978254,2290 Broadway,2290 Broadway<BR>Racks: 1 small
40.787349,-73.977315,2330 Broadway,2330 Broadway<BR>Racks: 1 large
40.785353,-73.978868,2265 Broadway,2265 Broadway<BR>Racks: 1 small
40.785502,-73.97876,2271 Broadway,2271 Broadway<BR>Racks: 1 small
40.78214,-73.980938,2171 Broadway,2171 Broadway<BR>Racks: 1 small
40.781972,-73.980999,2165 Broadway,2165 Broadway<BR>Racks: 1 small
40.782085,-73.98096,2169 Broadway,2169 Broadway<BR>Racks: 1 small
40.781187,-73.981267,2141 Broadway,2141 Broadway<BR>Racks: 1 small
40.783402,-73.980288,2204 Broadway,2204 Broadway<BR>Racks: 1 small
40.776626,-73.982135,2025 Broadway,2025 Broadway<BR>Racks: 2 small
40.694188,-73.992131,168 Montague Street,168 Montague Street<BR>Racks: 1 small
40.694202,-73.992124,177 Montague Street,177 Montague Street<BR>Racks: 1 small
40.73705,-73.992844,79 Fifth Avenue,79 Fifth Avenue<BR>Racks: small
40.694122,-73.991832,185 Montague Street,185 Montague Street<BR>Racks: 1 small
40.694015,-73.991504,188 Montague Street,188 Montague Street<BR>Racks: 2 large
40.694084,-73.991753,180 Montague Street,180 Montague Street<BR>Racks: 2 small
40.693911,-73.991125,200 Montague Street,200 Montague Street<BR>Racks: 1 large
40.693963,-73.991252,201 Montague Street,201 Montague Street<BR>Racks: 1 small
40.695327,-73.996275,78 Montague Street,78 Montague Street<BR>Racks: 1 small
40.695133,-73.995503,93 Montague Street,93 Montague Street<BR>Racks: 1 small
40.695028,-73.995189,102 Montague Street,102 Montague Street<BR>Racks: 2 small
40.694954,-73.994919,112 Montague Street,112 Montague Street<BR>Racks: 1 small
40.694938,-73.994865,114 Montague Street,114 Montague Street<BR>Racks: 1 small
40.694976,-73.99493,113 Montague Street,113 Montague Street<BR>Racks: 1 small
40.694863,-73.994591,124 Montague Street,124 Montague Street<BR>Racks: 2 small
40.694896,-73.994645,123 Montague Street,123 Montague Street<BR>Racks: 1 large
40.69505,-73.994187,182 Henry St,182 Henry St<BR>Racks: 1 small
40.694723,-73.994014,129 Montague Street,129 Montague Street<BR>Racks: 1 small
40.76954,-73.989588,524 West 57th Street,"524 West 57th Street<BR>Racks: 1 large, small"
40.69488,-73.994645,122 Montague Street,122 Montague Street<BR>Racks: 1 small
40.694627,-73.993671,141 Montague Street,141 Montague Street<BR>Racks: 1 large
40.694581,-73.993502,147 Montague Street,147 Montague Street<BR>Racks: 1 large
40.694518,-73.993329,148 Montague Street,148 Montague Street<BR>Racks: 1 small
40.694441,-73.993055,156 Montague Street,156 Montague Street<BR>Racks: 1 large
40.694421,-73.992986,158 Montague Street,158 Montague Street<BR>Racks: 1 small
40.729983,-73.957623,113 Franklin St,113 Franklin St<BR>Racks: 2 small
40.729064,-73.957451,126 Franklin St,126 Franklin St<BR>Racks: 1 small
40.729064,-73.957451,126 Franklin St,126 Franklin St<BR>Racks: 1 large
40.729421,-73.957508,132 Franklin St,132 Franklin St<BR>Racks: 1 small
40.730908,-73.957774,135 Franklin St,135 Franklin St<BR>Racks: 2 small
40.732176,-73.957983,163 Franklin St,163 Franklin St<BR>Racks: 1 small
40.731691,-73.957882,186 Franklin St,186 Franklin St<BR>Racks: 1 small
40.733532,-73.958184,226 Franklin St,226 Franklin St<BR>Racks: 2 large
40.733675,-73.958205,230 Franklin St,230 Franklin St<BR>Racks: 2 large
40.805378,-73.955563,322 West 117th Street,322 West 117th Street<BR>Racks: 1 small
40.855954,-73.927051,549 Audubon Ave,549 Audubon Ave<BR>Racks: 5 small
40.720159,-74.003813,323 Church Street,323 Church Street<BR>Racks: 1 small
40.697264,-73.935757,932 Broadway,932 Broadway<BR>Racks: 1 large
40.721405,-73.942394,583 Meeker Ave,583 Meeker Ave<BR>Racks: 2 small
40.722276,-73.958945,52 North 11 Street,52 North 11 Street<BR>Racks: 1 large
40.731534,-73.99483,19 University Pl,19 University Pl<BR>Racks: 1 small
40.763039,-73.96797,0 E 60th St,E 60th St<BR>Racks: 1 large
40.787436,-73.976982,0 Broadway,Broadway<BR>Racks: 1 large
40.735919,-73.98387,226 E 19th St,226 E 19th St<BR>Racks: 1 small
40.743857,-73.991992,0 6th Ave,6th Ave<BR>Racks: 2 small
40.735598,-73.984931,206 E 18th St,206 E 18th St<BR>Racks: 1 small
40.734922,-73.983041,310 2nd Ave,310 2nd Ave<BR>Racks: 1 large
40.735026,-73.982969,314 2nd Ave,314 2nd Ave<BR>Racks: 1 small
40.731939,-73.983774,0 E 14th St,E 14th St<BR>Racks: 2 large
40.734426,-73.985776,222 E 16th St,222 E 16th St<BR>Racks: 1 small
40.733637,-73.982067,353 E 17th St,353 E 17th St<BR>Racks: 1 small
40.732961,-73.993603,67 University Pl,"67 University Pl<BR>Racks: 3 large, small"
40.736621,-73.983881,210 20th Ave,210 20th Ave<BR>Racks: 1 small
40.732982,-73.986422,227 E 14th St,227 E 14th St<BR>Racks: 1 small
40.71142,-73.996068,10 Monroe St,10 Monroe St<BR>Racks: 1 small
40.722668,-73.992532,10 Stanton St,10 Stanton St<BR>Racks: 1 small
40.719708,-73.987103,124 Rivington St,124 Rivington St<BR>Racks: 1 small
40.716308,-73.995632,141 Canal St,141 Canal St<BR>Racks: 5 large
40.776627,-73.976903,27 W 72nd St,27 W 72nd St<BR>Racks: 2 large
40.779727,-73.980805,293 Amsterdam Ave,293 Amsterdam Ave<BR>Racks: 1 small
40.773491,-73.979348,33 W 67th St,33 W 67th St<BR>Racks: 1 small
40.780408,-73.98594,344 W 72nd St,344 W 72nd St<BR>Racks: 1 small
40.769786,-73.986083,445 W 59th St,445 W 59th St<BR>Racks: 1 large
40.772994,-73.980081,47 W 66th St,47 W 66th St<BR>Racks: 1 large
40.773629,-73.985273,100 Amsterdam Ave,100 Amsterdam Ave<BR>Racks: 2 large
40.773941,-73.981312,149 Columbus Ave,149 Columbus Ave<BR>Racks: 2 small
40.714849,-73.966709,289 Kent Ave,289 Kent Ave<BR>Racks: 1 small
40.685778,-73.992158,297 Warren St,297 Warren St<BR>Racks: 1 small
40.686061,-73.994105,233 Court Street,233 Court Street<BR>Racks: 1 small
40.772091,-73.979908,15 W 65th St,15 W 65th St<BR>Racks: 1 large
40.778947,-73.980134,0 W 73rd St,W 73rd St<BR>Racks: 1 small
40.773142,-73.980486,66 W 66th St,66 W 66th St<BR>Racks: 1 small
40.773629,-73.985273,100 Amsterdam Ave,100 Amsterdam Ave<BR>Racks: 1 small
40.775147,-73.984186,150 Amsterdam Ave,150 Amsterdam Ave<BR>Racks: 1 small
40.77014,-73.984974,113 W 60th St,113 W 60th St<BR>Racks: 1 small
40.77401,-73.984995,114 Amsterdam Ave,114 Amsterdam Ave<BR>Racks: 1 small
40.7691,-73.982527,1841 Broadway,1841 Broadway<BR>Racks: 1 small
40.773002,-73.980154,2 Lincoln Sq,2 Lincoln Sq<BR>Racks: 3 small
40.772078,-73.987645,227 W 61st St,227 W 61st St<BR>Racks: 2 small
40.778917,-73.977707,302 Columbus Ave,302 Columbus Ave<BR>Racks: 1 large
40.778963,-73.977675,304 Columbus Ave,304 Columbus Ave<BR>Racks: 1 small
40.662048,-73.98232,1502 8th Ave,1502 8th Ave<BR>Racks: 1 small
40.779095,-73.977577,310 Columbus Ave,310 Columbus Ave<BR>Racks: 1 large
40.780002,-73.984965,310 W 72nd St,310 W 72nd St<BR>Racks: 1 small
40.770727,-73.983696,45 Columbus Ave,45 Columbus Ave<BR>Racks: 1 large
40.76997,-73.960432,1255 3rd Ave,1255 3rd Ave<BR>Racks: 1 small
40.766713,-73.95678,1308 1st Ave,1308 1st Ave<BR>Racks: 1 small
40.770021,-73.957464,1418 2nd Ave,1418 2nd Ave<BR>Racks: 1 small
40.771237,-73.96628,22 E 71st St,22 E 71st St<BR>Racks: 1 small
40.773457,-73.964199,945 Madison Ave,945 Madison Ave<BR>Racks: 1 small
40.767484,-73.956217,1334 1st Ave,1334 1st Ave<BR>Racks: 1 small
40.761948,-73.991102,419 W 47th St,419 W 47th St<BR>Racks: 1 small
40.762612,-73.99078,424 W 48th St,424 W 48th St<BR>Racks: 1 small
40.762631,-73.990824,426 W 48th St,426 W 48th St<BR>Racks: 1 small
40.759275,-73.994665,460 W 42nd St,460 W 42nd St<BR>Racks: 1 large
40.75936,-73.99482,471 W 42nd St,471 W 42nd St<BR>Racks: 1 large
40.763309,-73.994336,515 W 47th St,515 W 47th St<BR>Racks: 1 small
40.763351,-73.99443,521 W 47th St,521 W 47th St<BR>Racks: 1 small
40.764094,-73.994304,540 W 48th St,540 W 48th St<BR>Racks: 1 small
40.719367,-73.952753,236 North 12th St,236 North 12th St<BR>Racks: 1 small
40.717508,-73.955943,530 Driggs Avenue,530 Driggs Avenue<BR>Racks: 3 small
40.716921,-73.956571,556 Driggs Avenue,"556 Driggs Avenue<BR>Racks: 3 large, small"
40.718476,-73.954903,490 Driggs Avenue,490 Driggs Avenue<BR>Racks: 4 small
40.722843,-73.955413,200 North 14th Street,200 North 14th Street<BR>Racks: 3 small
40.761259,-73.994271,626 10th Ave,626 10th Ave<BR>Racks: 1 large
40.760038,-73.991449,630 9th Ave,630 9th Ave<BR>Racks: 1 small
40.761816,-73.990178,687 9th Ave,687 9th Ave<BR>Racks: 1 small
40.758756,-73.989344,305 W 44th St,305 W 44th St<BR>Racks: 1 small
40.719659,-73.95474,172 North 11th Street,172 North 11th Street<BR>Racks: 1 small
40.719265,-73.957038,145 North 9th Street,145 North 9th Street<BR>Racks: 1 small
40.718344,-73.960044,110 North 6th Street,110 North 6th Street<BR>Racks: 1 small
40.719436,-73.952868,232 North 12th St,232 North 12th St<BR>Racks: 1 small
40.7592,-73.990452,358 W 44th St,358 W 44th St<BR>Racks: 2 large
40.759291,-73.992564,401 W 43rd St,401 W 43rd St<BR>Racks: 2 small
40.759,-73.992207,600 9th Ave,600 9th Ave<BR>Racks: 1 large
40.746293,-73.977718,522 3rd Ave,522 3rd Ave<BR>Racks: 1 small
40.747215,-73.97705,546 3rd Ave,546 3rd Ave<BR>Racks: 1 large
40.74727,-73.977011,548 3rd Ave,548 3rd Ave<BR>Racks: 1 large
40.747322,-73.976971,550 3rd Ave,550 3rd Ave<BR>Racks: 1 small
40.721524,-73.950965,334 Driggs Avenue,334 Driggs Avenue<BR>Racks: 2 small
40.718324,-73.959979,105 North 6th Street,105 North 6th Street<BR>Racks: 1 small
40.713438,-73.938844,25 Olive Street,25 Olive Street<BR>Racks: 2 small
40.717739,-73.944922,425 Graham Avenue,425 Graham Avenue<BR>Racks: 1 small
40.717794,-73.944911,430 Graham Avenue,430 Graham Avenue<BR>Racks: 2 small
40.718173,-73.944994,435 Graham Avenue,435 Graham Avenue<BR>Racks: 2 small
40.747679,-73.976711,560 3rd Ave,560 3rd Ave<BR>Racks: 1 large
40.748203,-73.976332,576 3rd Ave,576 3rd Ave<BR>Racks: 1 large
40.746754,-73.980544,115 E 34th St,115 E 34th St<BR>Racks: 1 large
40.705552,-73.933968,286 Seigel Street,286 Seigel Street<BR>Racks: 2 small
40.712972,-73.945453,211 Ainslie Street,211 Ainslie Street<BR>Racks: 4 small
40.712674,-73.956613,318 Grand Street,"318 Grand Street<BR>Racks: 1 large, 1 small"
40.714103,-73.960342,204 Grand Street,204 Grand Street<BR>Racks: 1 small
40.713386,-73.958564,264 Grand Street,"264 Grand Street<BR>Racks: 1 large, 1 small"
40.745683,-73.978004,201 E 34th St,201 E 34th St<BR>Racks: 2 large
40.745467,-73.977693,0 E 34th St,E 34th St<BR>Racks: 3 large
40.741012,-73.978525,0 2nd Ave,2nd Ave<BR>Racks: 2 small
40.746227,-73.977744,521 3rd Ave,521 3rd Ave<BR>Racks: 1 small
40.746227,-73.977744,521 3rd Ave,521 3rd Ave<BR>Racks: 2 small
40.741854,-73.974909,530 1st Ave,530 1st Ave<BR>Racks: 2 large
