Latitude,Longitude,Address,Description
40.736342,-74.007188,110 Bank Street,110 Bank Street<BR>Racks: 2 small
40.73651,-74.005965,90 Bank Street,90 Bank Street<BR>Racks: 1 small
40.736458,-74.006506,99 Bank Street,99 Bank Street<BR>Racks: 1 small
40.73609,-74.009122,156 Bank Street,156 Bank Street<BR>Racks: 1 small
40.725964,-73.996309,622 Broadway,622 Broadway<BR>Racks: 1 small
40.726044,-73.996241,626 Broadway,626 Broadway<BR>Racks: 1 small
40.726327,-73.996002,640 Broadway,640 Broadway<BR>Racks: 1 small
40.726014,-73.996291,625 Broadway,625 Broadway<BR>Racks: 1 small
40.726239,-73.9961,635 Broadway,635 Broadway<BR>Racks: 1 small
40.734997,-73.99335,13 E 13 St,13 E 13 St<BR>Racks: 1 small
40.735135,-73.993675,5 E 13 St,5 E 13 St<BR>Racks: 1 small
40.734017,-73.992726,100 University Pl,100 University Pl<BR>Racks: 1 small
40.733661,-73.993029,90 University Pl,90 University Pl<BR>Racks: 1 small
40.733532,-73.993141,84 University Pl,84 University Pl<BR>Racks: 1 small
40.732749,-73.992019,80 E 11 St,80 E 11 St<BR>Racks: 1 small
40.732952,-73.993635,64 University Pl,64 University Pl<BR>Racks: 2 small
40.732865,-73.993711,60 University Pl,60 University Pl<BR>Racks: 2 small
40.732843,-73.994061,21 E 10 St,21 E 10 St<BR>Racks: 2 small
40.732651,-73.993895,56 University Pl,56 University Pl<BR>Racks: 1 small
40.732563,-73.993971,52 University Pl,52 University Pl<BR>Racks: 1 small
40.732343,-73.994162,42 University Pl,42 University Pl<BR>Racks: 2 small
40.731687,-73.994725,20 University Pl,20 University Pl<BR>Racks: 1 small
40.731934,-73.994512,30 University Pl,30 University Pl<BR>Racks: 3 small
40.731676,-73.994707,21 University Pl,21 University Pl<BR>Racks: 2 small
40.731778,-73.99462,25 University Pl,25 University Pl<BR>Racks: 2 small
40.732483,-73.994014,51 University Pl,51 University Pl<BR>Racks: 1 small
40.732587,-73.993458,23 E 10 St,23 E 10 St<BR>Racks: 1 small
40.733062,-73.993516,71 University Pl,71 University Pl<BR>Racks: 1 small
40.733523,-73.993123,85 University Pl,85 University Pl<BR>Racks: 1 small
40.733652,-73.993011,91 University Pl,91 University Pl<BR>Racks: 1 small
40.733825,-73.992863,99 University Pl,99 University Pl<BR>Racks: 2 small
40.733809,-73.992549,34 E 12 St,34 E 12 St<BR>Racks: 3 small
40.733628,-73.99212,42 E 12 St,42 E 12 St<BR>Racks: 1 small
40.733641,-73.992109,39 E 12 St,39 E 12 St<BR>Racks: 1 small
40.733823,-73.992538,31 E 12 St,31 E 12 St<BR>Racks: 1 small
40.734193,-73.992549,107 University Pl,107 University Pl<BR>Racks: 2 small
40.734097,-73.993234,28 E 12 St,28 E 12 St<BR>Racks: 1 small
40.734377,-73.993902,12 E 12 St,12 E 12 St<BR>Racks: 1 small
40.727267,-73.984497,119 St Marks Pl,119 St Marks Pl<BR>Racks: 1 small
40.724174,-73.986514,121 E 3rd St,121 E 3rd St<BR>Racks: 3 large
40.72464,-73.978346,0 Ave C,Ave C<BR>Racks: 1 large
40.727234,-73.984417,125 St Marks Pl,125 St Marks Pl<BR>Racks: 1 small
40.733043,-73.992675,53 E 11 St,53 E 11 St<BR>Racks: 1 small
40.734108,-74.004579,351 Bleecker St,351 Bleecker St<BR>Racks: 1 small
40.734174,-74.004597,353 Bleecker St,353 Bleecker St<BR>Racks: 1 small
40.733834,-74.004467,345 Bleecker St,345 Bleecker St<BR>Racks: 1 small
40.733771,-74.004463,342 Bleecker St,342 Bleecker St<BR>Racks: 1 small
40.733878,-74.005467,235 W 10 St,235 W 10 St<BR>Racks: 1 small
40.733963,-74.004817,218 W 10 St,"218 W 10 St<BR>Racks: 1 large, 1 small"
40.733941,-74.004961,222 W 10 St,222 W 10 St<BR>Racks: 1 small
40.724691,-73.992391,299 Bowery,299 Bowery<BR>Racks: 5 small
40.720521,-73.844554,10724 71 avenue,10724 71 avenue<BR>Racks: 1 small
40.683771,-73.981767,88 3rd Ave,88 3rd Ave<BR>Racks: 2 small
40.710867,-73.960167,198 South 4th Street,198 South 4th Street<BR>Racks: 3 small
40.767172,-73.922004,3012 30 Avenue,3012 30 Avenue<BR>Racks: 1 small
40.724985,-73.978187,134 Ave C,134 Ave C<BR>Racks: 2 large
40.726204,-73.977299,171 Ave C,171 Ave C<BR>Racks: 1 large
40.724591,-73.984588,66 Ave A,66 Ave A<BR>Racks: 1 small
40.722735,-73.979829,66 Ave C,66 Ave C<BR>Racks: 1 small
40.723289,-73.97879,708 E 6th St,708 E 6th St<BR>Racks: 1 small
40.723262,-73.978722,712 E 6th St,712 E 6th St<BR>Racks: 1 small
40.754952,-73.991467,575 8 Ave,"575 8 Ave<BR>Racks: 1 large, small"
40.739137,-73.999249,77 7 Ave,77 7 Ave<BR>Racks: 1 small
40.753137,-73.989836,208 W 37 St,208 W 37 St<BR>Racks: 1 small
40.754501,-73.991792,557 8 Ave,557 8 Ave<BR>Racks: 1 small
40.736274,-73.994234,7 W 14 St,7 W 14 St<BR>Racks: 2 small
40.736447,-73.994649,25 W 14 St,25 W 14 St<BR>Racks: 3 small
40.737921,-73.998156,145 W 14 St,"145 W 14 St<BR>Racks: 1 large, small"
40.737904,-73.998113,143 W 14 St,"143 W 14 St<BR>Racks: 1 large, small"
40.723102,-73.978303,737 E 6th St,737 E 6th St<BR>Racks: 1 small
40.723126,-73.988098,76 E 1st St,76 E 1st St<BR>Racks: 1 small
40.723149,-73.979552,77 Ave C,77 Ave C<BR>Racks: 1 small
40.727451,-73.98493,87 St Marks Pl,87 St Marks Pl<BR>Racks: 1 small
40.727415,-73.98485,93 St Marks Pl,93 St Marks Pl<BR>Racks: 1 small
40.729013,-73.983169,432 E 11th St,432 E 11th St<BR>Racks: 1 small
40.724338,-73.981287,600 E 6th St,600 E 6th St<BR>Racks: 1 small
40.726472,-73.975181,730 E 12th St,730 E 12th St<BR>Racks: 1 small
40.725345,-73.979937,307 E 8th St,307 E 8th St<BR>Racks: 1 small
40.729773,-73.982948,417 E 12th St,417 E 12th St<BR>Racks: 2 small
40.729759,-73.982916,419 E 12th St,419 E 12th St<BR>Racks: 1 small
40.751306,-73.987656,1350 Broadway,"1350 Broadway<BR>Racks: 1 large, 3 small"
40.751704,-73.987599,1359 Broadway,"1359 Broadway<BR>Racks: 2 large, small"
40.751586,-73.988064,122 W 36 St,122 W 36 St<BR>Racks: 1 small
40.722822,-73.976673,85 Ave D,85 Ave D<BR>Racks: 1 small
40.722822,-73.976673,85 Ave D,85 Ave D<BR>Racks: 1 small
40.722052,-73.98168,0 E 3rd St,E 3rd St<BR>Racks: 1 small
40.721322,-73.981767,248 E 2nd St,248 E 2nd St<BR>Racks: 1 small
40.728442,-73.983627,259 E 10th St,259 E 10th St<BR>Racks: 1 small
40.728357,-73.983425,265 E 10th St,265 E 10th St<BR>Racks: 1 small
40.728302,-73.983291,269 E 10th St,269 E 10th St<BR>Racks: 1 small
40.721503,-73.980169,273 E 3rd St,273 E 3rd St<BR>Racks: 1 large
40.721349,-73.979852,298 E 3rd St,298 E 3rd St<BR>Racks: 1 small
40.725384,-73.979861,0 E 8th St,E 8th St<BR>Racks: 1 large
40.726253,-73.978248,0 E 10th St,E 10th St<BR>Racks: 2 small
40.726238,-73.985763,405 E 6th St,405 E 6th St<BR>Racks: 1 large
40.721329,-73.977853,0 Ave D,Ave D<BR>Racks: 2 large
40.754611,-73.986761,1440 Broadway,"1440 Broadway<BR>Racks: 1 large, small"
40.754707,-73.986753,1441 Broadway,"1441 Broadway<BR>Racks: 2 large, small"
40.75371,-73.987046,1412 Broadway,"1412 Broadway<BR>Racks: 1 large, small"
40.753911,-73.986981,1420 Broadway,"1420 Broadway<BR>Racks: 1 large, small"
40.753439,-73.987151,1407 Broadway,"1407 Broadway<BR>Racks: 2 large, small"
40.753496,-73.987111,1410 Broadway,"1410 Broadway<BR>Racks: 1 large, small"
40.752577,-73.987378,1384 Broadway,"1384 Broadway<BR>Racks: 1 large, small"
40.75227,-73.987454,1372 Broadway,"1372 Broadway<BR>Racks: 1 large, small"
40.745641,-73.993381,177 W 26 St,177 W 26 St<BR>Racks: 1 small
40.745589,-73.993259,171 W 26 St,171 W 26 St<BR>Racks: 1 small
40.745521,-73.993096,163 W 26 St,163 W 26 St<BR>Racks: 1 small
40.745452,-73.992934,155 W 26 St,155 W 26 St<BR>Racks: 1 small
40.745095,-73.992133,114 W 26 St,114 W 26 St<BR>Racks: 1 small
40.745216,-73.992418,128 W 26 St,128 W 26 St<BR>Racks: 1 small
40.745265,-73.99254,134 W 26 St,134 W 26 St<BR>Racks: 1 small
40.74537,-73.992782,146 W 26 St,146 W 26 St<BR>Racks: 1 small
40.726068,-73.985356,431 E 6th St,431 E 6th St<BR>Racks: 1 small
40.728905,-73.980914,504 E 12th St,504 E 12th St<BR>Racks: 1 large
40.752055,-73.986151,1011 6 Ave,"1011 6 Ave<BR>Racks: 1 large, small"
40.751841,-73.98631,1001 6 Ave,1001 6 Ave<BR>Racks: 1 small
40.752396,-73.986155,1017 6 Ave,1017 6 Ave<BR>Racks: 1 small
40.754515,-73.988071,552 7 Ave,552 7 Ave<BR>Racks: 1 small
40.753047,-73.991489,269 W 36 St,269 W 36 St<BR>Racks: 1 small
40.728384,-73.981455,0 E 11th St,E 11th St<BR>Racks: 2 small
40.724119,-73.984956,55 Ave A,55 Ave A<BR>Racks: 1 large
40.724182,-73.984912,57 Ave A,57 Ave A<BR>Racks: 1 large
40.727324,-73.97911,601 E 11th St,601 E 11th St<BR>Racks: 1 small
40.727297,-73.979042,605 E 11th St,605 E 11th St<BR>Racks: 1 small
40.727382,-73.979081,0 E 11th St,E 11th St<BR>Racks: 2 small
40.727451,-73.98493,87 St Marks Pl,87 St Marks Pl<BR>Racks: 1 large
40.723828,-73.987947,0 E 2nd St,E 2nd St<BR>Racks: 1 small
40.728752,-73.980549,526 E 12th St,526 E 12th St<BR>Racks: 1 small
40.866506,-73.924505,4846 Broadway,4846 Broadway<BR>Racks: 1 small
40.866001,-73.924777,651 Academy St,"651 Academy St<BR>Racks: 1 large, small"
40.850299,-73.935693,4263 Broadway,4263 Broadway<BR>Racks: 1 small
40.845871,-73.938559,4131 Broadway,4131 Broadway<BR>Racks: 1 small
40.845767,-73.938592,4127 Broadway,4127 Broadway<BR>Racks: 1 small
40.870391,-73.914561,4055 10 Ave,4055 10 Ave<BR>Racks: 2 small
40.726027,-73.985262,437 East 6th Street,437 East 6th Street<BR>Racks: 1 small
40.727207,-73.984396,130 St Marks Pl,130 St Marks Pl<BR>Racks: 1 small
40.724985,-73.978187,134 Ave C,134 Ave C<BR>Racks: 1 small
40.728261,-73.984785,150 1st Ave,150 1st Ave<BR>Racks: 1 small
40.726016,-73.985229,439 East 6th Street,439 East 6th Street<BR>Racks: 1 small
40.722794,-73.988206,177 East Houston St,177 East Houston St<BR>Racks: 1 small
40.722412,-73.988726,200 Allen Street,200 Allen Street<BR>Racks: 1 small
40.722179,-73.988131,192 Orchard Street,192 Orchard Street<BR>Racks: 1 small
40.722014,-73.988217,186 Orchard Street,186 Orchard Street<BR>Racks: 1 small
40.721641,-73.988441,173 Orchard Street,173 Orchard Street<BR>Racks: 1 small
40.721284,-73.988604,170 Orchard Street,170 Orchard Street<BR>Racks: 1 small
40.721224,-73.988636,168 Orchard Street,168 Orchard Street<BR>Racks: 1 small
40.719486,-73.98952,118 Orchard Street,118 Orchard Street<BR>Racks: 1 small
40.72054,-73.988983,146 Orchard Street,146 Orchard Street<BR>Racks: 1 small
40.718814,-73.98987,108 Orchard Street,108 Orchard Street<BR>Racks: 1 small
40.718364,-73.990123,95 Orchard Street,95 Orchard Street<BR>Racks: 1 small
40.718174,-73.990422,261 Broome Street,261 Broome Street<BR>Racks: 1 small
40.717982,-73.990296,88 Orchard Street,88 Orchard Street<BR>Racks: 1 small
40.717746,-73.990415,80 Orchard Street,80 Orchard Street<BR>Racks: 1 small
40.717453,-73.990563,70 Orchard Street,70 Orchard Street<BR>Racks: 1 small
40.720266,-73.989001,85 Rivington Street,85 Rivington Street<BR>Racks: 1 small
40.719072,-73.989957,79 Delancy Street,79 Delancy Street<BR>Racks: 1 small
40.718984,-73.989661,85 Delancy Street,85 Delancy Street<BR>Racks: 1 small
40.718929,-73.989484,89 Delancy Street,89 Delancy Street<BR>Racks: 1 small
40.718726,-73.988813,101 Delancy Street,101 Delancy Street<BR>Racks: 1 small
40.718608,-73.988406,111 Delancy Street,111 Delancy Street<BR>Racks: 1 small
40.718509,-73.988085,115 Delancy Street,115 Delancy Street<BR>Racks: 1 small
40.718399,-73.98767,126 Delancy Street,126 Delancy Street<BR>Racks: 1 small
40.717543,-73.989665,73 Ludlow Street,73 Ludlow Street<BR>Racks: 1 small
40.717982,-73.990844,86 Allen Street,86 Allen Street<BR>Racks: 1 small
40.717137,-73.990527,325 Grand Street,325 Grand Street<BR>Racks: 1 small
40.720787,-73.988856,154 Orchard Street,154 Orchard Street<BR>Racks: 1 small
40.717587,-73.991959,294 Grand Street,294 Grand Street<BR>Racks: 1 small
40.716679,-73.99096,54 Orchard Street,54 Orchard Street<BR>Racks: 1 small
40.71661,-73.990996,52 Orchard Street,52 Orchard Street<BR>Racks: 1 small
40.716539,-73.991032,50 Orchard Street,50 Orchard Street<BR>Racks: 1 small
40.720732,-73.984202,20 Clinton Street,20 Clinton Street<BR>Racks: 1 small
40.720737,-73.984224,19 Clinton Street,19 Clinton Street<BR>Racks: 1 small
40.720683,-73.984253,21 Clinton Street,21 Clinton Street<BR>Racks: 1 small
40.720844,-73.984166,15 Clinton Street,15 Clinton Street<BR>Racks: 1 small
40.769413,-73.985187,2 Columbus Ave,2 Columbus Ave<BR>Racks: 2 small
40.726725,-73.976913,185 Ave C,185 Ave C<BR>Racks: 1 small
40.728049,-73.982689,287 E 10th St,287 E 10th St<BR>Racks: 1 small
40.728919,-73.980903,505 E 12th St,505 E 12th St<BR>Racks: 1 small
40.728875,-73.980849,508 E 12th St,508 E 12th St<BR>Racks: 1 small
40.724164,-73.994426,285 Mott St,285 Mott St<BR>Racks: 2 small
40.724158,-73.994404,284 Mott St,284 Mott St<BR>Racks: 1 small
40.724073,-73.99444,280 Mott St,280 Mott St<BR>Racks: 1 small
40.724029,-73.994458,278 Mott St,278 Mott St<BR>Racks: 1 small
40.723692,-73.99461,262 Mott St,262 Mott St<BR>Racks: 1 small
40.723651,-73.994628,260 Mott St,260 Mott St<BR>Racks: 1 small
40.723439,-73.994722,250 Mott St,250 Mott St<BR>Racks: 1 small
40.725263,-73.98344,511 E 6th St,511 E 6th St<BR>Racks: 1 small
40.728848,-73.980737,515 E 12th St,515 E 12th St<BR>Racks: 1 small
40.728598,-73.980142,551 E 12th St,551 E 12th St<BR>Racks: 1 small
40.723395,-73.99474,248 Mott St,248 Mott St<BR>Racks: 1 small
40.723354,-73.994758,246 Mott St,246 Mott St<BR>Racks: 1 small
40.723269,-73.994794,242 Mott St,242 Mott St<BR>Racks: 6 small
40.740147,-74.003439,329 W 14 St,329 W 14 St<BR>Racks: 1 small
40.74016,-74.003479,331 W 14 St,331 W 14 St<BR>Racks: 1 small
40.74021,-74.003591,337 W 14 St,337 W 14 St<BR>Racks: 1 small
40.740256,-74.003702,343 W 14 St,343 W 14 St<BR>Racks: 1 small
40.72728,-73.979052,604 E 11th St,604 E 11th St<BR>Racks: 1 small
40.729131,-73.98345,414 E 11th St,414 E 11th St<BR>Racks: 1 small
40.72912,-73.983421,416 E 11th St,416 E 11th St<BR>Racks: 1 small
40.740273,-74.003742,345 W 14 St,345 W 14 St<BR>Racks: 1 small
40.741376,-74.005038,56 9 Ave,56 9 Ave<BR>Racks: 2 small
40.741008,-74.005334,47 9 Ave,47 9 Ave<BR>Racks: 2 small
40.741137,-74.005799,407 W 14 St,407 W 14 St<BR>Racks: 1 small
40.741373,-74.007149,869 Washington St,869 Washington St<BR>Racks: 5 small
40.741461,-74.007109,872 Washington St,872 Washington St<BR>Racks: 3 small
40.729759,-73.982916,419 E 12th St,419 E 12th St<BR>Racks: 1 small
40.729013,-73.983169,432 E 11th St,432 E 11th St<BR>Racks: 1 small
40.728708,-73.980405,535 E 12th St,535 E 12th St<BR>Racks: 1 large
40.727972,-73.980643,549 E 11th St,549 E 11th St<BR>Racks: 1 small
40.721868,-73.980483,37 Ave C,37 Ave C<BR>Racks: 1 small
40.721854,-73.979177,340 E 4th St,340 E 4th St<BR>Racks: 1 large
40.741461,-74.006604,430 W 14 St,430 W 14 St<BR>Racks: 1 small
40.741151,-74.005875,408 W 14 St,408 W 14 St<BR>Racks: 2 small
40.741041,-74.005611,400 W 14 St,400 W 14 St<BR>Racks: 1 small
40.740273,-74.003742,345 W 14 St,345 W 14 St<BR>Racks: 1 small
40.74013,-74.00345,328 W 14 St,328 W 14 St<BR>Racks: 1 small
40.7401,-74.003374,324 W 14 St,324 W 14 St<BR>Racks: 1 small
40.740083,-74.003338,322 W 14 St,322 W 14 St<BR>Racks: 1 small
40.74002,-74.003186,314 W 14 St,314 W 14 St<BR>Racks: 1 small
40.73999,-74.003111,310 W 14 St,"310 W 14 St<BR>Racks: 1 large, 1 small"
40.739941,-74.002999,304 W 14 St,304 W 14 St<BR>Racks: 1 small
40.739911,-74.002923,300 W 14 St,300 W 14 St<BR>Racks: 3 small
40.74002,-74.003139,313 W 14 St,313 W 14 St<BR>Racks: 1 small
40.740034,-74.003176,315 W 14 St,315 W 14 St<BR>Racks: 1 small
40.740051,-74.003215,317 W 14 St,317 W 14 St<BR>Racks: 1 small
40.740067,-74.003251,319 W 14 St,319 W 14 St<BR>Racks: 1 small
40.74013,-74.003403,327 W 14 St,327 W 14 St<BR>Racks: 1 small
40.710863,-73.964983,86 South 6 St,86 South 6 St<BR>Racks: 1 small
40.605609,-73.99991,1921 86 St,1921 86 St<BR>Racks: 3 small
40.634811,-73.964799,1324 Newkirk Ave,1324 Newkirk Ave<BR>Racks: 1 small
40.634805,-73.96481,1322 Newkirk Ave,1322 Newkirk Ave<BR>Racks: 1 small
40.635162,-73.964068,1402 Newkirk Ave,1402 Newkirk Ave<BR>Racks: 1 small
40.635173,-73.964043,1406 Newkirk Ave,1406 Newkirk Ave<BR>Racks: 1 small
40.635178,-73.964032,1408 Newkirk Ave,1408 Newkirk Ave<BR>Racks: 1 small
40.635197,-73.963992,1414 Newkirk Ave,1414 Newkirk Ave<BR>Racks: 1 small
40.635167,-73.964093,1401 Newkirk Ave,1401 Newkirk Ave<BR>Racks: 2 small
40.726111,-73.979951,602 E 9th St,602 E 9th St<BR>Racks: 1 small
40.726067,-73.97985,608 E 9th St,608 E 9th St<BR>Racks: 1 small
40.725814,-73.979201,647 E 9th St,647 E 9th St<BR>Racks: 2 small
40.635217,-73.963992,1417 Newkirk Ave,1417 Newkirk Ave<BR>Racks: 1 small
40.635582,-73.963235,1503 Newkirk Ave,1503 Newkirk Ave<BR>Racks: 1 small
40.635793,-73.962796,1521 Newkirk Ave,1521 Newkirk Ave<BR>Racks: 2 small
40.636004,-73.962316,1604 Newkirk Ave,1604 Newkirk Ave<BR>Racks: 1 small
40.636015,-73.962291,1608 Newkirk Ave,1608 Newkirk Ave<BR>Racks: 1 small
40.636048,-73.962226,1618 Newkirk Ave,1618 Newkirk Ave<BR>Racks: 1 small
40.636059,-73.962201,1622 Newkirk Ave,1622 Newkirk Ave<BR>Racks: 1 small
40.636064,-73.962187,1624 Newkirk Ave,1624 Newkirk Ave<BR>Racks: 1 small
40.635559,-73.962399,597 E 16 St,597 E 16 St<BR>Racks: 1 small
40.633781,-73.963679,1425 Foster Ave,1425 Foster Ave<BR>Racks: 1 small
40.633765,-73.963715,1419 Foster Ave,1419 Foster Ave<BR>Racks: 1 small
40.633729,-73.963788,1407 Foster Ave,1407 Foster Ave<BR>Racks: 1 small
40.633339,-73.964591,1315 Foster Ave,1315 Foster Ave<BR>Racks: 1 small
40.633323,-73.964627,1309 Foster Ave,1309 Foster Ave<BR>Racks: 1 small
40.633317,-73.964642,1307 Foster Ave,1307 Foster Ave<BR>Racks: 1 small
40.633298,-73.964678,1301 Foster Ave,1301 Foster Ave<BR>Racks: 1 small
40.632964,-73.965402,1225 Foster Ave,1225 Foster Ave<BR>Racks: 1 small
40.632953,-73.965427,1221 Foster Ave,1221 Foster Ave<BR>Racks: 1 small
40.632903,-73.965543,1203 Foster Ave,1203 Foster Ave<BR>Racks: 1 small
40.632895,-73.965553,1201 Foster Ave,1201 Foster Ave<BR>Racks: 1 small
40.629968,-73.962233,1502 Ave H,1502 Ave H<BR>Racks: 1 small
40.625115,-73.962063,1419 Ave J,1419 Ave J<BR>Racks: 1 small
40.625113,-73.962088,1415 Ave J,1415 Ave J<BR>Racks: 2 small
40.625104,-73.962168,1403 Ave J,1403 Ave J<BR>Racks: 1 small
40.625017,-73.962978,1321 Ave J,1321 Ave J<BR>Racks: 1 small
40.625014,-73.962989,1319 Ave J,1319 Ave J<BR>Racks: 1 small
40.625014,-73.963003,1317 Ave J,1317 Ave J<BR>Racks: 1 small
40.625009,-73.963057,1309 Ave J,1309 Ave J<BR>Racks: 1 small
40.624995,-73.963029,1312 Ave J,1312 Ave J<BR>Racks: 1 small
40.624995,-73.963014,1314 Ave J,1314 Ave J<BR>Racks: 1 small
40.624998,-73.962989,1318 Ave J,1318 Ave J<BR>Racks: 1 small
40.625,-73.96296,1322 Ave J,1322 Ave J<BR>Racks: 1 small
40.625003,-73.962949,1324 Ave J,1324 Ave J<BR>Racks: 1 small
40.625093,-73.962124,1408 Ave J,1408 Ave J<BR>Racks: 1 small
40.625096,-73.962099,1412 Ave J,1412 Ave J<BR>Racks: 1 small
40.625096,-73.962085,1414 Ave J,1414 Ave J<BR>Racks: 1 small
40.625099,-73.962059,1418 Ave J,1418 Ave J<BR>Racks: 1 small
40.625102,-73.962031,1422 Ave J,1422 Ave J<BR>Racks: 1 small
40.630069,-73.961192,1606 Ave H,1606 Ave H<BR>Racks: 1 small
40.630072,-73.961167,1610 Ave H,1610 Ave H<BR>Racks: 1 small
40.630075,-73.961152,1612 Ave H,1612 Ave H<BR>Racks: 1 small
40.630078,-73.961127,1616 Ave H,1616 Ave H<BR>Racks: 1 small
40.650618,-74.004595,4002 5 Ave,4002 5 Ave<BR>Racks: 1 small
40.650604,-74.004613,4006 5 Ave,4006 5 Ave<BR>Racks: 1 small
40.650555,-74.00466,4018 5 Ave,4018 5 Ave<BR>Racks: 1 small
40.65053,-74.004685,4024 5 Ave,4024 5 Ave<BR>Racks: 1 small
40.65005,-74.005186,4104 5 Ave,4104 5 Ave<BR>Racks: 1 small
40.650033,-74.005204,4108 5 Ave,4108 5 Ave<BR>Racks: 1 small
40.650019,-74.005222,4112 5 Ave,4112 5 Ave<BR>Racks: 1 small
40.650011,-74.005229,4114 5 Ave,4114 5 Ave<BR>Racks: 1 small
40.650003,-74.005236,4116 5 Ave,4116 5 Ave<BR>Racks: 1 small
40.649978,-74.005261,4122 5 Ave,4122 5 Ave<BR>Racks: 1 small
40.649394,-74.00587,4228 5 Ave,4228 5 Ave<BR>Racks: 1 small
40.650577,-74.004609,4011 5 Ave,4011 5 Ave<BR>Racks: 1 small
40.650585,-74.004602,4009 5 Ave,4009 5 Ave<BR>Racks: 1 small
40.650601,-74.004588,4005 5 Ave,4005 5 Ave<BR>Racks: 1 small
40.650618,-74.00457,4001 5 Ave,4001 5 Ave<BR>Racks: 1 small
40.651148,-74.004043,3910 5 Ave,3910 5 Ave<BR>Racks: 1 small
40.651123,-74.004069,3916 5 Ave,3916 5 Ave<BR>Racks: 1 small
40.651115,-74.004076,3918 5 Ave,3918 5 Ave<BR>Racks: 1 small
40.733025,-73.981179,286 1st Ave,286 1st Ave<BR>Racks: 1 small
40.733591,-73.980768,298 1st Ave,298 1st Ave<BR>Racks: 1 small
40.734002,-73.980472,312 1st Ave,312 1st Ave<BR>Racks: 1 small
40.734812,-73.979887,344 1st Ave,344 1st Ave<BR>Racks: 1 small
40.733516,-73.976655,514 E 20th St,514 E 20th St<BR>Racks: 1 small
40.727883,-73.994869,1 W 3rd St,1 W 3rd St<BR>Racks: 1 small
40.725646,-74.003063,100 Sullivan St,100 Sullivan St<BR>Racks: 2 large
40.725476,-74.002143,101 Thompson St,101 Thompson St<BR>Racks: 1 small
40.725545,-74.00206,104 Thompson St,104 Thompson St<BR>Racks: 1 small
40.72146,-73.997457,106 Kenmare St,106 Kenmare St<BR>Racks: 1 small
40.634012,-74.026766,7118 Third Ave,7118 Third Ave<BR>Racks: small
40.622255,-74.027442,439 86th Street,439 86th Street<BR>Racks: 2 small
40.723472,-73.999729,106 Spring St,106 Spring St<BR>Racks: 1 small
40.730304,-73.999885,110 W 3rd St,110 W 3rd St<BR>Racks: 1 small
40.726206,-74.002572,125 Sullivan St,125 Sullivan St<BR>Racks: 1 small
40.724784,-73.996212,132 Crosby St,132 Crosby St<BR>Racks: 1 small
40.723994,-74.00079,136 Spring St,136 Spring St<BR>Racks: 1 small
40.726642,-74.001151,140 Thompson St,140 Thompson St<BR>Racks: 1 small
40.728602,-74.000065,162 Bleecker St,162 Bleecker St<BR>Racks: 1 small
40.727771,-74.000238,175 Thompson St,175 Thompson St<BR>Racks: 1 small
40.727809,-74.00018,176 Thompson St,176 Thompson St<BR>Racks: 1 small
40.727893,-73.988191,117 2nd Ave,117 2nd Ave<BR>Racks: 1 large
40.728506,-73.987751,131 2nd Ave,131 2nd Ave<BR>Racks: 1 large
40.728818,-73.987498,136 2nd Ave,136 2nd Ave<BR>Racks: 1 large
40.728936,-73.98744,139 2nd Ave,139 2nd Ave<BR>Racks: 1 small
40.726044,-73.990944,15 E 3rd St,15 E 3rd St<BR>Racks: 1 small
40.729617,-73.986917,156 2nd Ave,156 2nd Ave<BR>Racks: 1 large
40.730073,-73.986585,166 2nd Ave,166 2nd Ave<BR>Racks: 1 large
40.713001,-74.004181,1 Centre St,1 Centre St<BR>Racks: 15 small
40.710437,-73.954292,335 South 2nd Street,335 South 2nd Street<BR>Racks: 2 small
40.640929,-73.965088,1415 Cortelyou Road,1415 Cortelyou Road<BR>Racks: 1 small
40.730215,-73.986484,170 2nd Ave,170 2nd Ave<BR>Racks: 1 large
40.730808,-73.986051,186 2nd Ave,186 2nd Ave<BR>Racks: 1 large
40.730816,-73.986073,187 2nd Ave,187 2nd Ave<BR>Racks: 1 large
40.733103,-73.986754,206 E 14th St,206 E 14th St<BR>Racks: 1 large
40.731837,-73.9853,218 2nd Ave,218 2nd Ave<BR>Racks: 1 large
40.7274,-73.990479,228 E 5th St,228 E 5th St<BR>Racks: 1 small
40.727345,-73.990349,236 E 5th St,236 E 5th St<BR>Racks: 1 large
40.727276,-73.990186,246 E 5th St,246 E 5th St<BR>Racks: 1 large
40.730221,-73.986026,300 E 11th St,300 E 11th St<BR>Racks: 1 small
40.727243,-73.988188,300 E 6th St,300 E 6th St<BR>Racks: 2 small
40.726521,-73.98835,317 E 5th St,317 E 5th St<BR>Racks: 3 large
40.730062,-73.985651,322 E 11th St,322 E 11th St<BR>Racks: 1 small
40.731242,-73.984485,336 E 13th St,336 E 13th St<BR>Racks: 1 small
40.685788,-73.981914,488 Atlantic Ave,488 Atlantic Ave<BR>Racks: 1 small
40.679114,-73.995634,360 Smith Street,360 Smith Street<BR>Racks: 2 small
40.704711,-73.990464,1 Main Street,1 Main Street<BR>Racks: 1 small
40.702771,-73.990677,45 Main Street,45 Main Street<BR>Racks: 1 small
40.685654,-73.941462,485 Throop Ave,485 Throop Ave<BR>Racks: 1 small
40.67353,-73.935845,1218 Prospect Pl,1218 Prospect Pl<BR>Racks: 1 small
